artist,artist_processed,rank,song,year,ID_index,negative,positive,n
kendrick lamar,kendrick lamar,79,swimming pools drank,2013,4879,6,7,542
blake shelton,blake shelton,80,sure be cool if you did,2013,4880,1,25,317
mariah carey featuring miguel,mariah carey,81,beautiful,2013,4881,8,22,234
mariah carey featuring miguel,miguel,81,beautiful,2013,4881,8,22,234
olly murs featuring flo rida,olly murs,82,troublemaker,2013,4882,22,12,410
olly murs featuring flo rida,flo rida,82,troublemaker,2013,4882,22,12,410
ciara,ciara,83,body party,2013,4883,2,14,319
miguel,miguel,84,adorn,2013,4884,0,16,229
the script featuring william,the script,85,hall of fame,2013,4885,3,24,423
the script featuring william,william,85,hall of fame,2013,4885,3,24,423
neyo,neyo,86,let me love you until you learn to love yourself,2013,4886,12,51,409
rocko featuring future and rick ross,rocko,87,uoeno,2013,4887,17,4,609
rocko featuring future and rick ross,future,87,uoeno,2013,4887,17,4,609
rocko featuring future and rick ross,rick ross,87,uoeno,2013,4887,17,4,609
emeli sande,emeli sande,88,next to me,2013,4888,6,4,268
miranda lambert,miranda lambert,89,mamas broken heart,2013,4889,12,9,286
thomas rhett,thomas rhett,90,it goes like this,2013,4890,2,19,279
ace hood featuring future and rick ross,ace hood featuring future and rick ross,91,bugatti,2013,4891,25,13,568
hunter hayes,hunter hayes,92,wanted,2013,4892,0,10,251
lady antebellum,lady antebellum,93,downtown,2013,4893,3,14,249
florida georgia line,florida georgia line,94,get your shine on,2013,4894,2,9,238
william featuring justin bieber,william,95,thatpower,2013,4895,NA,NA,NA
william featuring justin bieber,justin bieber,95,thatpower,2013,4895,NA,NA,NA
sara bareilles,sara bareilles,96,brave,2013,4896,5,13,376
passenger,passenger,97,let her go,2013,4897,27,17,389
randy houser,randy houser,98,runnin outta moonlight,2013,4898,4,9,351
2 chainz,2 chainz,99,im different,2013,4899,17,9,368
paramore,paramore,100,still into you,2013,4900,3,4,310
pharrell williams,pharrell williams,1,happy,2014,4901,4,72,475
katy perry featuring juicy j,katy perry,2,dark horse,2014,4902,5,36,376
katy perry featuring juicy j,juicy j,2,dark horse,2014,4902,5,36,376
john legend,john legend,3,all of me,2014,4903,10,18,355
iggy azalea featuring charli xcx,iggy azalea,4,fancy,2014,4904,8,15,445
iggy azalea featuring charli xcx,charli xcx,4,fancy,2014,4904,8,15,445
onerepublic,onerepublic,5,counting stars,2014,4905,12,16,476
jason derulo featuring 2 chainz,jason derulo,6,talk dirty,2014,4906,2,5,306
jason derulo featuring 2 chainz,2 chainz,6,talk dirty,2014,4906,2,5,306
magic,magic,7,rude,2014,4907,16,16,388
meghan trainor,meghan trainor,8,all about that bass,2014,4908,6,9,412
ariana grande featuring iggy azalea,ariana grande,9,problem,2014,4909,32,21,499
ariana grande featuring iggy azalea,iggy azalea,9,problem,2014,4909,32,21,499
sam smith,sam smith,10,stay with me,2014,4910,1,8,181
pitbull featuring kesha,pitbull,11,timber,2014,4911,2,17,356
pitbull featuring kesha,kesha,11,timber,2014,4911,2,17,356
bastille,bastille,12,pompeii,2014,4912,2,11,325
taylor swift,taylor swift,13,shake it off,2014,4913,108,19,504
nico & vinz,nico,14,am i wrong,2014,4914,20,0,388
nico & vinz,vinz,14,am i wrong,2014,4914,20,0,388
dj snake and lil jon,dj snake and lil jon,15,turn down for what,2014,4915,0,0,98
eminem featuring rihanna,eminem,16,the monster,2014,4916,12,15,454
eminem featuring rihanna,rihanna,16,the monster,2014,4916,12,15,454
a great big world and christina aguilera,a great big world,17,say something,2014,4917,2,3,129
a great big world and christina aguilera,christina aguilera,17,say something,2014,4917,2,3,129
lorde,lorde,18,team,2014,4918,6,17,341
passenger,passenger,19,let her go,2014,4919,27,17,389
lorde,lorde,20,royals,2014,4920,1,28,319
idina menzel,idina menzel,21,let it go,2014,4921,8,11,289
avicii,avicii,22,wake me up,2014,4922,5,5,227
imagine dragons,imagine dragons,23,demons,2014,4923,7,3,277
one direction,one direction,24,story of my life,2014,4924,6,12,359
sia,sia,25,chandelier,2014,4925,7,11,224
iggy azalea featuring rita ora,iggy azalea featuring rita ora,26,black widow,2014,4926,14,37,466
jessie j ariana grande and nicki minaj,jessie j ariana grande,27,bang bang,2014,4927,5,12,343
jessie j ariana grande and nicki minaj,nicki minaj,27,bang bang,2014,4927,5,12,343
disclosure featuring sam smith,disclosure,28,latch,2014,4928,1,6,270
disclosure featuring sam smith,sam smith,28,latch,2014,4928,1,6,270
maroon 5,maroon 5,29,maps,2014,4929,6,3,427
chris brown featuring lil wayne and french montana too short or tyga,chris brown,30,loyal,2014,4930,31,10,551
chris brown featuring lil wayne and french montana too short or tyga,lil wayne,30,loyal,2014,4930,31,10,551
chris brown featuring lil wayne and french montana too short or tyga,french montana too short or tyga,30,loyal,2014,4930,31,10,551
american authors,american authors,31,best day of my life,2014,4931,1,11,210
tove lo,tove lo,32,habits stay high,2014,4932,8,5,306
calvin harris,calvin harris,33,summer,2014,4933,0,4,96
charli xcx,charli xcx,34,boom clap,2014,4934,1,12,375
beyonce featuring jay z,beyonce,35,drunk in love,2014,4935,10,26,531
beyonce featuring jay z,jay z,35,drunk in love,2014,4935,10,26,531
nicki minaj,nicki minaj,36,anaconda,2014,4936,30,9,517
ariana grande featuring zedd,ariana grande,37,break free,2014,4937,5,14,304
ariana grande featuring zedd,zedd,37,break free,2014,4937,5,14,304
enrique iglesias featuring descemer bueno and gente de zona,enrique iglesias,38,bailando,2014,4938,0,2,307
enrique iglesias featuring descemer bueno and gente de zona,descemer bueno,38,bailando,2014,4938,0,2,307
enrique iglesias featuring descemer bueno and gente de zona,gente de zona,38,bailando,2014,4938,0,2,307
ellie goulding,ellie goulding,39,burn,2014,4939,3,16,457
jason derulo featuring snoop dogg,jason derulo,40,wiggle,2014,4940,5,5,281
jason derulo featuring snoop dogg,snoop dogg,40,wiggle,2014,4940,5,5,281
clean bandit featuring jess glynne,clean bandit featuring jess glynne,41,rather be,2014,4941,3,3,322
jeremih featuring yg,jeremih,42,dont tell em,2014,4942,14,25,718
jeremih featuring yg,yg,42,dont tell em,2014,4942,14,25,718
kid ink featuring chris brown,kid ink,43,show me,2014,4943,10,14,608
kid ink featuring chris brown,chris brown,43,show me,2014,4943,10,14,608
miley cyrus,miley cyrus,44,wrecking ball,2014,4944,3,10,307
justin timberlake,justin timberlake,45,not a bad thing,2014,4945,29,40,859
katy perry,katy perry,46,roar,2014,4946,8,14,440
paramore,paramore,47,aint it fun,2014,4947,16,22,401
aloe blacc,aloe blacc,48,the man,2014,4948,5,5,503
florida georgia line featuring luke bryan,florida georgia line,49,this is how we roll,2014,4949,1,9,362
florida georgia line featuring luke bryan,luke bryan,49,this is how we roll,2014,4949,1,9,362
mkto,mkto,50,classic,2014,4950,5,31,339
coldplay,coldplay,51,a sky full of stars,2014,4951,2,4,155
ed sheeran,ed sheeran,52,dont,2014,4952,14,25,570
trey songz,trey songz,53,na na,2014,4953,7,23,443
bobby shmurda,bobby shmurda,54,hot boy,2014,4954,4,10,364
drake featuring majid jordan,drake,55,hold on were going home,2014,4955,0,12,307
drake featuring majid jordan,majid jordan,55,hold on were going home,2014,4955,0,12,307
ed sheeran,ed sheeran,56,sing,2014,4956,1,10,420
imagine dragons,imagine dragons,57,radioactive,2014,4957,0,6,246
yg featuring jeezy and rich homie quan,yg,58,my hitta,2014,4958,12,11,541
yg featuring jeezy and rich homie quan,jeezy,58,my hitta,2014,4958,12,11,541
yg featuring jeezy and rich homie quan,rich homie quan,58,my hitta,2014,4958,12,11,541
echosmith,echosmith,59,cool kids,2014,4959,0,44,282
avicii,avicii,60,hey brother,2014,4960,1,3,137
jason derulo,jason derulo,61,trumpets,2014,4961,12,4,318
maroon 5,maroon 5,62,animals,2014,4962,3,25,443
jason aldean,jason aldean,63,burnin it down,2014,4963,1,10,388
luke bryan,luke bryan,64,play it again,2014,4964,2,37,407
tinashe featuring schoolboy q,tinashe featuring schoolboy q,65,2 on,2014,4965,14,29,516
florida georgia line,florida georgia line,66,dirt,2014,4966,6,12,350
onerepublic,onerepublic,67,love runs out,2014,4967,6,47,422
brantley gilbert,brantley gilbert,68,bottoms up,2014,4968,2,20,382
becky g,becky g,69,shower,2014,4969,1,14,348
rixton,rixton,70,me and my broken heart,2014,4970,17,26,367
martin garrix,martin garrix,71,animals,2014,4971,2,0,11
rich gang featuring young thug and rich homie quan,rich gang,72,lifestyle,2014,4972,24,21,581
rich gang featuring young thug and rich homie quan,young thug,72,lifestyle,2014,4972,24,21,581
rich gang featuring young thug and rich homie quan,rich homie quan,72,lifestyle,2014,4972,24,21,581
kenny chesney,kenny chesney,73,american kids,2014,4973,3,6,239
sara bareilles,sara bareilles,74,brave,2014,4974,5,13,376
the neighbourhood,the neighbourhood,75,sweater weather,2014,4975,1,8,334
sam hunt,sam hunt,76,leave the night on,2014,4976,5,20,357
chris brown featuring usher and rick ross,chris brown,77,new flame,2014,4977,7,16,402
chris brown featuring usher and rick ross,usher,77,new flame,2014,4977,7,16,402
chris brown featuring usher and rick ross,rick ross,77,new flame,2014,4977,7,16,402
michael jackson and justin timberlake,michael jackson,78,love never felt so good,2014,4978,8,31,288
michael jackson and justin timberlake,justin timberlake,78,love never felt so good,2014,4978,8,31,288
dierks bentley,dierks bentley,79,drunk on a plane,2014,4979,6,8,337
katy perry,katy perry,80,birthday,2014,4980,0,27,334
lady antebellum,lady antebellum,81,bartender,2014,4981,8,10,310
naughty boy featuring sam smith,naughty boy,82,la la la,2014,4982,2,5,540
naughty boy featuring sam smith,sam smith,82,la la la,2014,4982,2,5,540
robin thicke featuring ti and pharrell,robin thicke,83,blurred lines,2014,4983,16,16,521
robin thicke featuring ti and pharrell,ti,83,blurred lines,2014,4983,16,16,521
robin thicke featuring ti and pharrell,pharrell,83,blurred lines,2014,4983,16,16,521
lady gaga featuring r kelly,lady gaga,84,do what u want,2014,4984,7,6,513
lady gaga featuring r kelly,r kelly,84,do what u want,2014,4984,7,6,513
shakira featuring rihanna,shakira,85,cant remember to forget you,2014,4985,5,7,330
shakira featuring rihanna,rihanna,85,cant remember to forget you,2014,4985,5,7,330
5 seconds of summer,5 seconds of summer,86,amnesia,2014,4986,7,19,419
ti featuring iggy azalea,ti,87,no mediocre,2014,4987,49,11,654
ti featuring iggy azalea,iggy azalea,87,no mediocre,2014,4987,49,11,654
kongos,kongos,88,come with me now,2014,4988,9,1,283
lil wayne featuring drake,lil wayne,89,believe me,2014,4989,19,32,864
lil wayne featuring drake,drake,89,believe me,2014,4989,19,32,864
mike will madeit featuring miley cyrus wiz khalifa and juicy j,mike will madeit,90,23,2014,4990,NA,NA,NA
mike will madeit featuring miley cyrus wiz khalifa and juicy j,miley cyrus wiz khalifa,90,23,2014,4990,NA,NA,NA
mike will madeit featuring miley cyrus wiz khalifa and juicy j,juicy j,90,23,2014,4990,NA,NA,NA
jake owen,jake owen,91,beachin,2014,4991,3,11,193
macklemore & ryan lewis featuring schoolboy q and hollis,macklemore & ryan lewis featuring schoolboy q and hollis,92,white walls,2014,4992,22,22,583
5 seconds of summer,5 seconds of summer,93,she looks so perfect,2014,4993,1,4,294
zedd featuring hayley williams,zedd,94,stay the night,2014,4994,4,1,241
zedd featuring hayley williams,hayley williams,94,stay the night,2014,4994,4,1,241
beyonce,beyonce,95,partition,2014,4995,5,31,469
schoolboy q featuring bj the chicago kid,schoolboy q featuring bj the chicago kid,96,studio,2014,4996,11,10,477
drake,drake,97,0 to 100  the catch up,2014,4997,38,17,806
lee brice,lee brice,98,i dont dance,2014,4998,0,6,194
miranda lambert and carrie underwood,miranda lambert,99,somethin bad,2014,4999,14,13,308
miranda lambert and carrie underwood,carrie underwood,99,somethin bad,2014,4999,14,13,308
miley cyrus,miley cyrus,100,adore you,2014,5000,4,18,195
mark ronson featuring bruno mars,mark ronson,1,uptown funk,2015,5001,11,3,529
mark ronson featuring bruno mars,bruno mars,1,uptown funk,2015,5001,11,3,529
ed sheeran,ed sheeran,2,thinking out loud,2015,5002,1,22,306
wiz khalifa featuring charlie puth,wiz khalifa,3,see you again,2015,5003,3,13,456
wiz khalifa featuring charlie puth,charlie puth,3,see you again,2015,5003,3,13,456
fetty wap,fetty wap,4,trap queen,2015,5004,12,8,484
maroon 5,maroon 5,5,sugar,2015,5005,10,40,432
walk the moon,walk the moon,6,shut up and dance,2015,5006,2,0,326
taylor swift,taylor swift,7,blank space,2015,5007,20,25,476
silento,silento,8,watch me,2015,5008,6,6,334
the weeknd,the weeknd,9,earned it,2015,5009,7,18,288
the weeknd,the weeknd,10,the hills,2015,5010,19,12,439
omi,omi,11,cheerleader,2015,5011,4,13,259
the weeknd,the weeknd,12,cant feel my face,2015,5012,11,40,449
ellie goulding,ellie goulding,13,love me like you do,2015,5013,3,41,344
hozier,hozier,14,take me to church,2015,5014,11,34,423
taylor swift featuring kendrick lamar,taylor swift,15,bad blood,2015,5015,44,15,489
taylor swift featuring kendrick lamar,kendrick lamar,15,bad blood,2015,5015,44,15,489
major lazer and dj snake featuring mo,major lazer and dj snake featuring mo,16,lean on,2015,5016,0,18,279
jason derulo,jason derulo,17,want to want me,2015,5017,1,1,360
taylor swift,taylor swift,18,shake it off,2015,5018,108,19,504
skrillex and diplo featuring justin bieber,skrillex,19,"where are ""u now",2015,5019,2,4,284
skrillex and diplo featuring justin bieber,diplo,19,"where are ""u now",2015,5019,2,4,284
skrillex and diplo featuring justin bieber,justin bieber,19,"where are ""u now",2015,5019,2,4,284
rachel platten,rachel platten,20,fight song,2015,5020,15,17,310
fetty wap featuring remy boyz,fetty wap,21,679,2015,5021,7,21,437
fetty wap featuring remy boyz,remy boyz,21,679,2015,5021,7,21,437
meghan trainor,meghan trainor,22,lips are movin,2015,5022,24,5,401
fifth harmony featuring kid ink,fifth harmony featuring kid ink,23,worth it,2015,5023,6,23,608
omarion featuring chris brown and jhene aiko,omarion,24,post to be,2015,5024,11,28,630
omarion featuring chris brown and jhene aiko,chris brown,24,post to be,2015,5024,11,28,630
omarion featuring chris brown and jhene aiko,jhene aiko,24,post to be,2015,5024,11,28,630
andy grammer,andy grammer,25,honey im good,2015,5025,4,26,388
sam smith,sam smith,26,im not the only one,2015,5026,10,2,225
selena gomez featuring aap rocky,selena gomez,27,good for you,2015,5027,15,37,429
selena gomez featuring aap rocky,aap rocky,27,good for you,2015,5027,15,37,429
meghan trainor,meghan trainor,28,all about that bass,2015,5028,6,9,412
taylor swift,taylor swift,29,style,2015,5029,0,9,352
drake,drake,30,hotline bling,2015,5030,3,10,399
david guetta featuring nicki minaj bebe rexha and afrojack,david guetta,31,hey mama,2015,5031,8,30,484
david guetta featuring nicki minaj bebe rexha and afrojack,nicki minaj bebe rexha,31,hey mama,2015,5031,8,30,484
david guetta featuring nicki minaj bebe rexha and afrojack,afrojack,31,hey mama,2015,5031,8,30,484
flo rida featuring sage the gemini and lookas,flo rida,32,gdfr,2015,5032,11,3,357
flo rida featuring sage the gemini and lookas,sage the gemini,32,gdfr,2015,5032,11,3,357
flo rida featuring sage the gemini and lookas,lookas,32,gdfr,2015,5032,11,3,357
justin bieber,justin bieber,33,what do you mean,2015,5033,3,7,417
ed sheeran,ed sheeran,34,photograph,2015,5034,6,10,299
adele,adele,35,hello,2015,5035,11,4,328
shawn mendes,shawn mendes,36,stitches,2015,5036,10,14,372
tove lo,tove lo,37,talking body,2015,5037,13,21,383
nick jonas,nick jonas,38,jealous,2015,5038,12,13,299
pitbull and neyo,pitbull,39,time of our lives,2015,5039,11,19,590
pitbull and neyo,neyo,39,time of our lives,2015,5039,11,19,590
r city featuring adam levine,r city featuring adam levine,40,locked away,2015,5040,8,31,502
natalie la rose featuring jeremih,natalie la rose,41,somebody,2015,5041,1,29,378
natalie la rose featuring jeremih,jeremih,41,somebody,2015,5041,1,29,378
rihanna kanye west and paul mccartney,rihanna kanye west,42,fourfiveseconds,2015,5042,3,5,225
rihanna kanye west and paul mccartney,paul mccartney,42,fourfiveseconds,2015,5042,3,5,225
fall out boy,fall out boy,43,centuries,2015,5043,9,7,320
fetty wap featuring monty,fetty wap,44,my way,2015,5044,22,4,415
fetty wap featuring monty,monty,44,my way,2015,5044,22,4,415
sam hunt,sam hunt,45,take your time,2015,5045,7,13,386
maroon 5,maroon 5,46,animals,2015,5046,3,25,443
big sean featuring e40,big sean featuring e40,47,i dont fuck with you,2015,5047,108,22,916
rihanna,rihanna,48,bitch better have my money,2015,5048,35,40,345
rich homie quan,rich homie quan,49,flex ooh ooh ooh,2015,5049,24,20,450
twayne,twayne,50,nasty freestyle,2015,5050,NA,NA,NA
nicki minaj featuring drake lil wayne and chris brown,nicki minaj,51,only,2015,5051,62,22,798
nicki minaj featuring drake lil wayne and chris brown,drake lil wayne,51,only,2015,5051,62,22,798
